TradeName,ScientificName,Size,SizeUnit,DrugType,LegalStatus,Manufacture_Name,Manufacture_Country,AuthorizationStatus,LastUpdate
PREDO 15MG-5ML SYRUP,PREDNISOLONE SODIUM PHOSPHATE,120,ml,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,11/26/2024
POTASSIUM CHLORIDE 7.5% AMP,POTASSIUM CHLORIDE,20,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,8/31/2022
POTASSIUM CHLORIDE 7.5% AMP,POTASSIUM CHLORIDE,10,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,8/31/2022
PERITONEAL DIALYSIS(F- B)WITH7% DEXTROSE,"DEXTROSE,SODIUM CHLORIDE, CALCIUM CHLORIDE,MAGNESIUM CHLORIDE,SODIUM LACTATE",1000,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,11/20/2022
PERITONEAL DIALYSIS WITH 4.25%DEXTROSE,"DEXTROSE,SODIUM CHLORIDE, CALCIUM CHLORIDE,MAGNESIUM CHLORIDE,SODIUM ACETATE",1000,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,11/21/2022
PERITONEAL DIALYSIS WITH 4.25%DEXTROSE,"DEXTROSE,SODIUM CHLORIDE, CALCIUM CHLORIDE,MAGNESIUM CHLORIDE,SODIUM ACETATE",1000,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,11/24/2022
PERITONEAL DIALYSIS WITH 1.5%DEXTROSE,"DEXTROSE,SODIUM CHLORIDE, CALCIUM CHLORIDE,MAGNESIUM CHLORIDE,SODIUM ACETATE",1000,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,11/21/2022
PERITONEAL DIALYSIS WITH 1.5%DEXTROSE,"DEXTROSE,SODIUM CHLORIDE, CALCIUM CHLORIDE,MAGNESIUM CHLORIDE,SODIUM ACETATE",1000,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,11/24/2022
PERITONEAL DIALYSIS SOLN4.25%DEXT(HIGHNa,"DEXTROSE,SODIUM CHLORIDE, CALCIUM CHLORIDE,MAGNESIUM CHLORIDE,SODIUM ACETATE",1000,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,11/21/2022
PIGMANORM,"HYDROQUINONE,HYDROCORTISONE,TRETINOIN",30,g,Generic,Prescription,RIYADH PHARMA,Saudi Arabia,Valid,11/26/2024
PICO 7.5MG-ML ORAL DROPS,SODIUM PICOSULFATE,30,ml,Generic,OTC,DEEF PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,1/23/2024
NOSPASM 10 MG TAB,HYOSCINE BUTYLBROMIDE,-,-,Generic,OTC,SPIMACO,Saudi Arabia,Valid,6/19/2025
LYRICA 75 MG CAPSULES,PREGABALIN,-,-,NCE,Prescription,PFIZER SAUDI LIMITED,Saudi Arabia,Valid,6/2/2024
LYRICA 75,PREGABALIN,-,-,NCE,Prescription,PFIZER SAUDI LIMITED,Saudi Arabia,Valid,5/1/2024
LYRICA 50,PREGABALIN,-,-,NCE,Prescription,PFIZER SAUDI LIMITED,Saudi Arabia,Valid,5/1/2024
LYRICA 300,PREGABALIN,-,-,NCE,Prescription,PFIZER SAUDI LIMITED,Saudi Arabia,Valid,5/1/2024
LYRICA 150,PREGABALIN,-,-,NCE,Prescription,PFIZER SAUDI LIMITED,Saudi Arabia,Valid,5/1/2024
LUSTRAL 50MG TAB,SERTRALINE,-,-,NCE,Prescription,SPIMACO,Saudi Arabia,Valid,6/19/2025
MAGNESIUM SULPHATE 10% Injection*,MAGNESIUM SULFATE,20,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,4/6/2025
MAGNESIUM SULPHATE 10% Injection*,MAGNESIUM SULFATE,10,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,9/28/2023
MAGNESIUM SULFATE 50% I.V. Injection*,MAGNESIUM SULFATE,50,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,4/24/2025
MAGNESIUM SULFATE 50% AMPOULE,MAGNESIUM SULFATE,5,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,4/6/2025
LORINEX 0.5MG-1ML SYRUP,DESLORATADINE,150,ml,Generic,OTC,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,2/10/2025
LORINE 5MG-5ML SYRUP,LORATADINE,100,ml,Generic,OTC,SPIMACO,Saudi Arabia,Valid,10/3/2022
LORINE 10MG TAB,LORATADINE,-,-,Generic,OTC,SPIMACO,Saudi Arabia,Valid,8/29/2022
LORINE 10MG FAST MELTING TABLETS,LORATADINE,-,-,Generic,OTC,SPIMACO,Saudi Arabia,Valid,4/24/2025
LORINASE SYRUP,"PSEUDOEPHEDRINE HYDROCHLORIDE,LORATADINE",100,ml,Generic,OTC,SPIMACO,Saudi Arabia,Valid,5/8/2025
LORAMAX 10 mg tablet,LORATADINE,-,-,Generic,OTC,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/29/2022
LORAHIST 10 mg tablet,LORATADINE,-,-,Generic,OTC,RIYADH PHARMA,Saudi Arabia,Valid,11/26/2024
LORAHIST syrup,LORATADINE,100,ml,Generic,OTC,RIYADH PHARMA,Saudi Arabia,Valid,11/26/2024
LORINEX 5MG FILM COATED TABLETS,DESLORATADINE,-,-,Generic,OTC,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,2/10/2025
LORVAST 10 MG F-C TABLETS,ATORVASTATIN CALCIUM,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,2/4/2025
LORVAST 20 MG F-C TABLETS,ATORVASTATIN CALCIUM,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,2/4/2025
LORVAST 40 MG F-C TABLETS,ATORVASTATIN CALCIUM,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,2/4/2025
LOXTRA EYE DROP,"OFLOXACIN,PREDNISOLONE,TETRAHYDROZOLINE",5,ml,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,3/27/2023
LOXOL 50MG TABLET,LAMOTRIGINE,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/29/2022
LOXOL 25MG TABLET,LAMOTRIGINE,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/29/2022
LOXOL 200MG TABLET,LAMOTRIGINE,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/29/2022
LOXOL 100MG TABLET,LAMOTRIGINE,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/29/2022
LOTEVAN 5/160MG FILM COATED TABLET,"VALSARTAN,AMLODIPINE BESILATE",-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,2/19/2025
LOTEVAN 10/320MG FILM COATED TABLET,"VALSARTAN,AMLODIPINE BESILATE",-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,11/19/2022
LOTEVAN 10/160MG FILM COATED TABLET,"VALSARTAN,AMLODIPINE BESILATE",-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,2/19/2025
LOTENSE 5MG CAP,AMLODIPINE BESILATE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,9/30/2022
LOTENSE 10MG CAPSULES,AMLODIPINE BESILATE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,4/14/2024
LOTEVAN 5/320MG FILM COATED TABLET,"VALSARTAN,AMLODIPINE BESILATE",-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,11/19/2022
MANNITOL 10% INFUSION,MANNITOL,500,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,8/31/2022
MEGAMOX 625 MG TAB,"AMOXICILLIN,CLAVULANIC ACID",-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,11/18/2022
MEGAMOX 625 MG TAB,"AMOXICILLIN,CLAVULANIC ACID",-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,3/27/2024
MEGAMOX 457MG SUSP,"AMOXICILLIN,CLAVULANIC ACID",70,ml,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,4/16/2024
MEGAMOX 312MG SUSP,"AMOXICILLIN,CLAVULANIC ACID",1,ml,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,9/14/2023
MEGAMOX 228 MG SUSP,"AMOXICILLIN,CLAVULANIC ACID",70,ml,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/21/2024
MEGAMOX 1GM TAB,"AMOXICILLIN,CLAVULANIC ACID",-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,3/27/2024
MEGAMOX 156 MG SUSP,"AMOXICILLIN,CLAVULANIC ACID",100,ml,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,3/27/2024
MEIACT 200 MG FILM COATED TABLETS,CEFDITOREN PIVOXIL,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,2/28/2024
MENTEX SYRUP,"DIPHENHYDRAMINE HYDROCHLORIDE,DEXTROMETHORPHAN HYDROBROMIDE,PSEUDOEPHEDRINE HYDROCHLORIDE",125,ml,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,10/16/2024
MANNITOL 10% INFUSION,MANNITOL,500,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,8/31/2022
MANNITOL 20% INFUSION,MANNITOL,250,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,10/16/2024
MANNITOL 20% INFUSION,MANNITOL,500,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,10/16/2024
MANNITOL 10% INFUSION,MANNITOL,250,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,8/31/2022
MAXIM 400MG FILM COATED TABLETS,MOXIFLOXACIN HYDROCHLORIDE,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,8/29/2022
MAXIM 400MG FILM COATED TABLETS,MOXIFLOXACIN HYDROCHLORIDE,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,8/29/2022
MEBAGEN,MEBEVERINE HYDROCHLORIDE,-,-,Generic,Prescription,RIYADH PHARMA,Saudi Arabia,Valid,11/26/2024
LEJAM 30MG FILM COATED TABLET,DAPOXETINE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,10/3/2022
LEDO 5% W-W OINTMENT,LIDOCAINE HYDROCHLORIDE,20,g,Generic,Prescription,BATTERJEE PHARMACETICAL FACTORY,Saudi Arabia,Valid,10/10/2023
LAXO,"SODIUM CHLORIDE,SODIUM BICARBONATE,POTASSIUM CHLORIDE,POLYETHYLENE GLYCOL",-,-,Generic,Prescription,DEEF PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,11/7/2024
LATANOCOM OPHTHALMIC SOLUTION,"TIMOLOL MALEATE,LATANOPROST",2.5,ml,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,2/10/2025
LATANO 0.005% W-V OPHTHALMIC SOLUTION,LATANOPROST,2.5,ml,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,11/5/2023
LEJAM 60MG FILM COATED TABLET,DAPOXETINE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,10/3/2022
LENDOMAX 70 MG TABLETS,ALENDRONIC ACID,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,2/28/2023
LEVOZAL 5 MG FILM COATED TABLET,LEVOCETIRIZINE DIHYDROCHLORIDE,-,-,Generic,OTC,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,9/22/2024
LEVOX 750MG FILM COATED TABLET,LEVOFLOXACIN,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,1/17/2023
LEVOX 500MG FILM COATED TABLET,LEVOFLOXACIN,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,1/9/2025
LEVONIC 500MG FILM COATED TABLETS,LEVOFLOXACIN,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,7/8/2025
LEUKAST 10MG FILM COATED TABLETS,MONTELUKAST SODIUM,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,3/18/2025
LAMIFEN 250MG TABLET,TERBINAFINE,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,4/20/2023
LAMIFEN 250MG TABLET,TERBINAFINE,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,4/20/2023
LAMIFEN 1% CREAM,TERBINAFINE,15,g,Generic,OTC,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,2/28/2023
LAPRIX 5MG COATED TABLET,OLANZAPINE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,12/27/2023
LAPRIX 10MG COATED TABLET,OLANZAPINE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/29/2022
LONZET 30MG CAPSULES,LANSOPRAZOLE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/29/2022
LONZET 15MG CAPSULES,LANSOPRAZOLE,-,-,Generic,OTC,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,12/9/2024
LISINO 5MG TABLET,LISINOPRIL,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,2/10/2025
LIDOCAINE HCL 1% AMPOULE,LIDOCAINE HYDROCHLORIDE,20,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,8/31/2022
LIDOCAINE HCL 1% AMPOULE,LIDOCAINE HYDROCHLORIDE,10,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,8/31/2022
LIDOCAINE HCL 1% AMPOULE,LIDOCAINE HYDROCHLORIDE,5,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,6/11/2024
LINZ 20 MG CAPSULE,FLUOXETINE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/29/2022
LISINO 20MG TABLETS,LISINOPRIL,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,2/10/2025
LISINO 10MG TABLETS,LISINOPRIL,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,2/10/2025
NERVAX 75MG CAPSULES,PREGABALIN,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,1/22/2024
NERVAX 300MG CAPSULES,PREGABALIN,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,2/28/2024
NERVAX 150MG CAPSULES,PREGABALIN,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,2/28/2024
NEORIN 5MG F.C. TABLET,DESLORATADINE,-,-,Generic,OTC,SPIMACO,Saudi Arabia,Valid,4/24/2025
NEORIN 2.5MG -5ML SYRUP,DESLORATADINE,150,ml,Generic,OTC,SPIMACO,Saudi Arabia,Valid,7/27/2025
NEURO-B FILM COATED TABLETS,"THIAMINE,PYRIDOXINE,CYANOCOBALAMIN",-,-,Generic,OTC,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,2/10/2025
NEUROPLEX 400MG CAPSULES,GABAPENTIN,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,2/19/2025
NEURONTIN,GABAPENTIN,-,-,NCE,Prescription,PFIZER SAUDI LIMITED,Saudi Arabia,Valid,6/2/2024
NEURONTIN,GABAPENTIN,-,-,NCE,Prescription,PFIZER SAUDI LIMITED,Saudi Arabia,Valid,6/2/2024
NEUROCOMB I.M INJECTION,"THIAMINE,PYRIDOXINE,CYANOCOBALAMIN",3,ml,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,2/28/2023
NEUROPLEX 300MG CAPSULES,GABAPENTIN,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,2/19/2025
NON PYROGNIC ACETATE F1(3-001-010)I.V,"SODIUM CHLORIDE,POTASSIUM CHLORIDE, CALCIUM CHLORIDE,MAGNESIUM CHLORIDE,ACETIC ACID,DEXTROSE",10,l,Generic,Prescription,ARABIAN DIAGNOSTIC AND MEDICAL COMPANY,Saudi Arabia,Valid,12/1/2022
NON PYROGENIC ACETATE F6(3-006-010) I.V,"CALCIUM CHLORIDE, MAGNESIUM CHLORIDE, SODIUM ACETATE, SODIUM CHLORIDE",10,l,NCE,Prescription,ARABIAN DIAGNOSTIC AND MEDICAL COMPANY,Saudi Arabia,Valid,8/31/2022
NORMOTEN 50 MG F.C. TAB,ATENOLOL,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,2/19/2025
NORMOTEN 100 MG F.C TAB,ATENOLOL,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,2/19/2025
NORMOTEN 100 MG F.C TAB,ATENOLOL,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,2/19/2025
NON PYROGENIC ACETATE F5(3-005-010) I.V,"CALCIUM CHLORIDE, MAGNESIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM ACETATE, SODIUM CHLORIDE",10,l,NCE,Prescription,ARABIAN DIAGNOSTIC AND MEDICAL COMPANY,Saudi Arabia,Valid,8/31/2022
NORMAL SALINE I.V. INFUSION,SODIUM CHLORIDE,250,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,8/29/2022
NORMAL SALINE I.V. INFUSION,SODIUM CHLORIDE,500,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,8/29/2022
NORMAL SALINE I.V. INFUSION,SODIUM CHLORIDE,100,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,3/27/2023
NORMAL SALINE I.V. INFUSION,SODIUM CHLORIDE,1000,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,8/29/2022
NORMAL SALINE I.V. INFUSION,SODIUM CHLORIDE,50,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,8/29/2022
NON PYROGENIC ACETATE F4(3-004-010) I.V,"CALCIUM CHLORIDE, MAGNESIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM ACETATE, SODIUM CHLORIDE",10,l,NCE,Prescription,ARABIAN DIAGNOSTIC AND MEDICAL COMPANY,Saudi Arabia,Valid,8/31/2022
NON PYROGENIC ACETATE F2(3-002-010),"CALCIUM CHLORIDE, DEXTROSE, MAGNESIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM ACETATE, SODIUM CHLORIDE",10,l,Generic,Prescription,ARABIAN DIAGNOSTIC AND MEDICAL COMPANY,Saudi Arabia,Valid,8/1/2022
NON PYROGENIC ACETATE F3(3-003-010) I.V,"CALCIUM CHLORIDE, MAGNESIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM ACETATE, SODIUM CHLORIDE",10,l,NCE,Prescription,ARABIAN DIAGNOSTIC AND MEDICAL COMPANY,Saudi Arabia,Valid,8/31/2022
MICOCORT CREAM,"MICONAZOLE NITRATE,HYDROCORTISONE",30,g,Generic,Prescription,DEEF PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,12/9/2024
METFOR 850 MG TAB,METFORMIN HYDROCHLORIDE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/14/2023
METFOR 500,METFORMIN HYDROCHLORIDE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,7/31/2023
MEVA 135MG F.C.TABLET,MEBEVERINE HYDROCHLORIDE,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,3/27/2023
METRONIDAZOLE 500MG/100ML INTRAVENOUS INFUSION,METRONIDAZOLE,100,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,8/1/2023
METRONIDAZOLE 500MG-100ML INFUSION,METRONIDAZOLE,100,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,3/27/2023
METOSIL TAB 10MG,METOCLOPRAMIDE HYDROCHLORIDE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,8/29/2022
MONTEL 4MG GRANULES,MONTELUKAST SODIUM,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,2/21/2024
MYCOLESS CREAM,MICONAZOLE NITRATE,20,g,Generic,OTC,BATTERJEE PHARMACETICAL FACTORY,Saudi Arabia,Valid,12/9/2024
MIRZAGEN 30 mg film-coated tablet,MIRTAZAPINE,-,-,Generic,Prescription,RIYADH PHARMA,Saudi Arabia,Valid,6/10/2025
MIRZAGEN 15 mg film-coated tablet,MIRTAZAPINE,-,-,Generic,Prescription,RIYADH PHARMA,Saudi Arabia,Valid,6/10/2025
MIRAGEL 2% ORAL GEL,MICONAZOLE NITRATE,40,g,Generic,OTC,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,12/9/2024
MINOXIL 5% SOLUTION,MINOXIDIL,60,ml,Generic,OTC,Dallah Pharma Factory,Saudi Arabia,Valid,1/9/2025
MONOCEF 500MG CAPSULE,CEFALEXIN,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,3/27/2023
MONOCEF 250MG-5ML SUSPENSION,CEFALEXIN,100,ml,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/21/2024
MONOCEF 250MG CAPSULE,CEFALEXIN,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/21/2024
MONOCEF 125MG-5ML SUSPENSION,CEFALEXIN,100,ml,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,3/27/2023
MOFETAB 500 MG FILM COATED TABLET,MYCOPHENOLATE MOFETIL,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,6/19/2025
UNI FRESH 0.5% UNIT DOSE EYE DROPS,CARBOXYMETHYLCELLULOSE SODIUM,0.4,ml,Generic,OTC,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,3/27/2023
UNIPROST 4 MG TABLETS,DOXAZOSIN,-,-,Generic,Prescription,BATTERJEE PHARMACETICAL FACTORY,Saudi Arabia,Valid,4/5/2023
UNITUM 5% GEL,BENZYDAMINE HYDROCHLORIDE,20,g,Generic,OTC,BATTERJEE PHARMACETICAL FACTORY,Saudi Arabia,Valid,4/23/2025
URITAB XL 10MG EXTENDED RELEASE TABLETS,ALFUZOSIN,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/10/2023
URILAX 10MG FILM COATED TABLET,SOLIFENACIN SUCCINATE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/29/2022
UNIZYM SYRUP,"CALCIUM PANTOTHENATE,NICOTINAMIDE,THIAMINE,RIBOFLAVIN (VITAMIN B2),PYRIDOXINE (VITAMIN B6)",120,ml,Generic,Prescription,BATTERJEE PHARMACETICAL FACTORY,Saudi Arabia,Valid,11/30/2022
UNITUM VERDE 7.5 MG/5ML MOUTHWASH AND GARGLE,BENZYDAMINE HYDROCHLORIDE,120,ml,Generic,OTC,BATTERJEE PHARMACETICAL FACTORY,Saudi Arabia,Valid,4/5/2023
URILAX 5MG FILM COATED TABLET,SOLIFENACIN SUCCINATE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/29/2022
TYMER 0.3% EYE DROP,GATIFLOXACIN,5,ml,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,4/24/2025
U-CEF 500MG F.C. TABLETS,CEFUROXIME AXETIL,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,7/8/2025
VERO 50 mg film-coated tablets,SILDENAFIL,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/29/2022
VERO 50 mg film-coated tablets,SILDENAFIL,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/29/2022
VERINE SR 200MG SUSTAINED RELEASED CAP,MEBEVERINE HYDROCHLORIDE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,10/5/2023
VERINE 135MG TAB,MEBEVERINE HYDROCHLORIDE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,7/27/2025
VENTOLIN RESPIRATORY SOLUTIN,SALBUTAMOL,20,ml,Generic,Prescription,GLAXO SAUDI ARABIA,Saudi Arabia,Valid,5/22/2024
VENTOLIN EVOHALER,SALBUTAMOL,-,-,NCE,Prescription,GLAXO SAUDI ARABIA,Saudi Arabia,Valid,5/22/2024
VESICARE 10 mg film-coated tablet,SOLIFENACIN SUCCINATE,-,-,NCE,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,10/30/2024
VESICARE 5 mg film-coated tablet,SOLIFENACIN SUCCINATE,-,-,NCE,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,10/30/2024
VIAGRA 50MG F.C TAB,SILDENAFIL,-,-,NCE,Prescription,PFIZER SAUDI LIMITED,Saudi Arabia,Valid,7/15/2025
VIAGRA 100MG TABLETS,SILDENAFIL,-,-,NCE,Prescription,PFIZER SAUDI LIMITED,Saudi Arabia,Valid,7/15/2025
VENTOLIN,SALBUTAMOL,150,ml,Generic,Prescription,GLAXO SAUDI ARABIA,Saudi Arabia,Valid,5/22/2024
VALTREX,VALACICLOVIR,-,-,NCE,Prescription,GLAXO SAUDI ARABIA,Saudi Arabia,Valid,8/29/2022
